gene,gene_name,zscore,effect_size,pvalue,VAR_g,pred_perf_R2,pred_perf_p,pred_perf_q,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000110218,PANX1,-2.46138085117,-0.135823634977,0.0138403360094,0.313369193331,0.36923114331,3.76521282185e-94,4.48387143549e-93,24,24,24
ENSG00000069966,GNB5,2.45835433936,0.1307934474,0.0139575384029,0.125059103518,0.167005658145,2.00256975086e-38,9.05763948782e-38,35,35,35
ENSG00000187778,MCRS1,2.45744692353,0.141099589049,0.013992848603,0.00245725735138,0.000679706872698,0.429120333736,0.517814376146,5,5,5
ENSG00000164898,C7orf55,-2.45739634272,-0.135230597364,0.0139948191681,0.0197578026195,0.0229677979768,3.7959485332e-06,6.58367634063e-06,20,20,20
ENSG00000171109,MFN1,-2.4573784195,-0.137995913318,0.0139955174931,0.194067966166,0.214800539495,2.77333194183e-50,1.58264969696e-49,66,68,68
ENSG00000100568,VTI1B,2.4552158925,0.135137303029,0.0140799999999,0.000472249725396,1.33649999913e-05,0.91173000552,1.0,1,1,1
ENSG00000132329,RAMP1,2.45438480745,0.136180349683,0.0141125871665,0.273598382972,0.319982295141,4.22348599807e-79,3.98478037827e-78,51,51,51
ENSG00000198420,FAM115A,2.451310352,0.133191158,0.014233717012,0.00776326545762,0.00643621309763,0.0148243182319,0.0206222111779,11,11,11
ENSG00000203724,C1orf53,-2.45002035343,-0.140450063997,0.0142848139743,0.0196788540519,0.0192563022073,2.35418452978e-05,3.91353836195e-05,24,24,24
ENSG00000187775,DNAH17,2.44793852903,0.134771887896,0.014367616561,0.0513499035785,0.0647899709471,4.2250672266e-15,1.04779439732e-14,47,48,48
ENSG00000117419,ERI3,-2.44605413718,-0.131560063776,0.0144429311816,0.00373163943602,0.00439698784118,0.0441204451888,0.0588645040095,6,6,6
ENSG00000109390,NDUFC1,2.44449139268,0.134754712579,0.0145056542035,0.0801073404164,0.104001239178,9.30785079226e-24,3.00106983561e-23,29,29,29
ENSG00000186496,ZNF396,2.4438902712,0.133291440218,0.0145298449783,0.409746006218,0.439056251682,1.26168786958e-117,2.13047319618e-116,34,34,34
S100A1,S100A1,2.44295145341,0.133426796288,0.0145676967387,0.215837228979,0.266941215752,4.66966040965e-64,3.41689429197e-63,16,16,16
ENSG00000178700,DHFRL1,-2.43689547097,-0.138393087538,0.0148139609185,0.0850848458322,0.0800909721492,1.92987855528e-18,5.33776363955e-18,30,31,31
ENSG00000139190,VAMP1,2.42942697606,0.137348745702,0.0151227109796,0.476863649043,0.526173259972,2.20770490492e-151,5.8981097977e-150,26,27,27
ENSG00000171444,MCC,-2.42903412918,-0.134813944682,0.0151391071543,0.270141376719,0.420214066326,5.13659906896e-111,7.83941440757e-110,54,56,56
ENSG00000176485,PLA2G16,2.42901510157,0.136996245509,0.0151399017033,0.545016372224,0.643282179663,3.84483023171e-208,1.98589250909e-206,42,42,42
ENSG00000132849,INADL,-2.42895788995,-0.131251524775,0.0151422909497,0.0412837792556,0.066006213463,2.30113591725e-15,5.76312248833e-15,38,38,38
ENSG00000066136,NFYC,2.42482650854,0.131534116159,0.015315704007,0.0102353994746,0.020680939435,1.16759383494e-05,1.97589340872e-05,15,15,15
ENSG00000189171,S100A13,2.41828599919,0.132049691195,0.0155938150017,0.420670692657,0.471941610466,1.03789662584e-129,2.05565961788e-128,18,18,18
ENSG00000141337,ARSG,-2.40834714088,-0.12889305946,0.0160249354458,0.0549656712625,0.0569707382587,2.07111672779e-13,4.83921916298e-13,56,56,56
ENSG00000116661,FBXO2,2.40644531167,0.131297361905,0.0161086156566,0.5493507884,0.61227996411,1.75609377145e-191,7.50958151421e-190,51,51,51
ENSG00000173369,C1QB,2.40531668869,0.132654195475,0.0161584562995,0.234963788346,0.298901449447,5.48830261717e-73,4.62485180875e-72,24,24,24
ENSG00000159840,ZYX,2.40483516565,0.128784186122,0.0161797618509,0.394706527176,0.435527474136,2.26727388985e-116,3.74213839639e-115,53,53,53
ENSG00000142207,URB1,2.40428206356,0.133876534739,0.0162042649656,0.178852174741,0.24201627419,2.34470529154e-57,1.53185086284e-56,30,30,30
ENSG00000116237,ICMT,2.404221891,0.136693564757,0.0162069326512,0.085111870388,0.108410736837,9.42806300347e-25,3.11767556663e-24,46,47,47
ENSG00000140386,SCAPER,-2.40313548915,-0.130443942888,0.0162551635428,0.269519816399,0.3222794363,8.8742575896e-80,8.52537175147e-79,42,42,42
ENSG00000166710,B2M,2.40313361404,0.132219403925,0.0162552468973,0.0124772965529,0.0127335824653,0.0005975088697,0.000918187997061,12,12,12
ENSG00000020181,GPR124,-2.39970433624,-0.132092815981,0.0164083190506,0.272460612239,0.315511473793,8.66650523353e-78,8.04415365968e-77,42,43,43
ENSG00000129515,SNX6,2.39150934123,0.131272361463,0.0167792569744,0.20386210531,0.272124758647,1.76802682361e-65,1.32010664931e-64,20,20,20
ENSG00000213512,GBP7,-2.39071401655,-0.13008836938,0.0168156454338,0.484190069187,0.551306437417,2.79109681517e-162,8.50961485013e-161,12,12,12
ENSG00000120798,NR2C1,-2.38513105782,-0.130011217328,0.0170730378639,0.00201635186996,0.00218830855319,0.155817471065,0.19775215951,7,7,7
ENSG00000165475,CRYL1,2.38388478171,0.125846197917,0.0171309649575,0.0435054028737,0.14752391028,8.84364697228e-34,3.606181866e-33,56,57,57
ENSG00000179598,PLD6,2.38269859095,0.126618959557,0.0171862593609,0.171939614661,0.249179910868,2.92934436336e-59,1.98061573973e-58,34,34,34
ENSG00000119321,FKBP15,-2.37940887769,-0.131861526445,0.0173404296855,0.116991460121,0.135066960842,7.3051925332e-31,2.80433374686e-30,56,57,57
ENSG00000203880,PCMTD2,-2.37908554662,-0.131277385697,0.017355647653,0.103445782173,0.131553906464,4.77571872327e-30,1.79205103431e-29,22,22,22
ENSG00000068724,TTC7A,-2.37698489302,-0.132212826245,0.0174548029783,0.0196873648055,0.00713568420044,0.0102853966232,0.0144886587085,43,44,44
ENSG00000256223,ZNF10,2.37677388649,0.129542257563,0.0174647903346,0.0323385726194,0.0469149362872,2.99050792213e-11,6.49752224387e-11,13,13,13
ENSG00000155254,MARVELD1,2.37048715487,0.1316216474,0.0177646612061,0.00504088636579,0.00144825366428,0.248337031932,0.308745237642,17,18,18
ENSG00000154059,IMPACT,2.37014632343,0.128810527044,0.0177810466929,0.0058363084426,0.00876532233912,0.00443814385623,0.00642642840045,15,15,15
ENSG00000198874,TYW1,-2.37002141127,-0.135667694735,0.017787055166,0.276512510439,0.3038587764,2.08114215664e-74,1.79742448165e-73,46,46,46
ENSG00000197020,ZNF100,2.36600917535,0.129089199713,0.0179809987813,0.318586310843,0.51923150469,1.78802204417e-148,4.61765457721e-147,21,22,22
ENSG00000188779,SKOR1,2.36571471044,0.133900879982,0.0179953053266,0.0505095459844,0.0780041697145,5.54357030811e-18,1.51012129324e-17,25,25,25
ENSG00000126106,TMEM53,2.36377096296,0.130691863026,0.0180899924585,0.0591146769368,0.0916386292874,5.4115412297e-21,1.61732265796e-20,8,8,8
ENSG00000159423,ALDH4A1,2.36354549303,0.125468230805,0.0181010041255,0.029691455355,0.0487981282955,1.18147692352e-11,2.60439038657e-11,28,28,28
ENSG00000173714,WFIKKN2,-2.36288166739,-0.129776640263,0.0181334586234,0.0723155142274,0.102419914461,2.11046097166e-23,6.73047977184e-23,20,20,20
ENSG00000138081,FBXO11,2.36287511169,0.133148682592,0.0181337793861,0.00199906075058,0.0025327091218,0.126756797149,0.162498907461,5,5,5
ENSG00000123545,NDUFAF4,-2.36133393283,-0.131954727815,0.0182093254894,0.00460892674753,0.00536540487595,0.0261393953509,0.0355773458889,9,9,9
ENSG00000172031,EPHX4,-2.3600587062,-0.119675028866,0.018272043245,0.0600271518172,0.0910145069678,7.44710094498e-21,2.21612667298e-20,25,25,25
ENSG00000160710,ADAR,-2.36002522923,-0.130751034803,0.0182736922422,0.033984215498,0.0413550465587,4.61254736001e-10,9.54467577043e-10,28,28,28
ENSG00000123191,ATP7B,2.35645932503,0.124905881064,0.018450088103,0.14155345245,0.148396575037,5.50500244297e-34,2.25525310035e-33,60,60,60
ENSG00000120903,CHRNA2,2.35632195014,0.126799203345,0.0184569133863,0.123569119895,0.198245133403,4.25187472775e-46,2.22581248169e-45,56,57,57
ENSG00000225614,ZNF469,-2.35454801264,-0.130206023317,0.0185452477498,0.0110382942842,0.0166799780897,8.39758247601e-05,0.000135511588816,17,17,17
ENSG00000112419,PHACTR2,2.35452898191,0.129284163451,0.0185461973995,0.0108105115959,0.0094612113082,0.00311133062587,0.00455174227184,20,20,20
ENSG00000147889,CDKN2A,2.35129407782,0.125934336263,0.018708241553,0.0431049810272,0.0715267916855,1.44775022171e-16,3.78790587408e-16,19,19,19
ENSG00000104852,SNRNP70,-2.35071227677,-0.129408649368,0.0187375164178,0.00951634715455,0.0279828643559,3.24663843327e-07,5.93085642227e-07,5,5,5
ENSG00000125266,EFNB2,-2.34953886358,-0.126896813704,0.0187966817548,0.0213700880167,0.0165415199869,8.99308079428e-05,0.000144854918847,35,35,35
ENSG00000144043,TEX261,2.34925367501,0.133020105208,0.0188110860704,0.0179167756739,0.0245122966517,1.77911471747e-06,3.13901137894e-06,8,8,8
ENSG00000196209,SIRPB2,-2.34855419889,-0.129595027647,0.0188464561248,0.559825509537,0.648219574489,6.29187318224e-211,3.34154280981e-209,30,31,31
ENSG00000148297,MED22,2.34785281722,0.129114496531,0.0188819809263,0.280833650091,0.346696764092,3.99836468269e-87,4.31659518325e-86,29,29,29
ENSG00000140265,ZSCAN29,-2.34379497356,-0.126461713459,0.0190886613712,0.123380130821,0.155490607579,1.14714135343e-35,4.88490099127e-35,16,16,16
ENSG00000176222,ZNF404,2.34238968226,0.128185679049,0.0191606975214,9.57416873129e-05,0.000641124050893,0.442534095912,0.533218971481,5,5,5
ENSG00000100982,PCIF1,-2.34142134623,-0.128501227885,0.0192104732391,0.0168554035177,0.0287907542849,2.1854673246e-07,4.02584477375e-07,10,10,10
ENSG00000037474,NSUN2,2.33813028736,0.127960251208,0.0193804904831,0.172472938711,0.237872185946,2.90437929163e-56,1.86239433545e-55,34,35,35
ENSG00000049247,UTS2,-2.33661289599,-0.126359477046,0.0194593213027,0.380926886912,0.312232907616,7.84689403421e-77,7.12768560859e-76,110,111,111
ENSG00000011028,MRC2,2.33427492345,0.128010720003,0.0195813309273,0.0220981884023,0.0201221479318,1.53704362025e-05,2.58285296278e-05,22,22,22
ENSG00000054282,SDCCAG8,2.33267155441,0.127570787194,0.0196653902514,0.208180518476,0.217125641437,7.05086066986e-51,4.08026739379e-50,52,53,53
ENSG00000111752,PHC1,2.33237220917,0.129787984269,0.0196811187939,0.110759706848,0.0941315963833,1.50865957004e-21,4.58269261923e-21,73,74,74
ENSG00000168209,DDIT4,2.32980013187,0.124730567439,0.0198167172028,0.00765353667061,0.0039835895729,0.0553926388758,0.0733242659933,15,15,15
ENSG00000169499,PLEKHA2,2.32896978023,0.123985288828,0.0198606666881,0.0204053275738,0.0261988012111,7.78224686349e-07,1.39607700135e-06,18,18,18
ENSG00000149527,PLCH2,2.32532926525,0.126455995562,0.0200543605853,0.435737610827,0.480837978892,4.14727001081e-133,8.78194426245e-132,43,43,43
ENSG00000105281,SLC1A5,-2.32373254071,-0.129359285505,0.0201398332662,0.0260929896614,0.0407540034366,6.19703952641e-10,1.2747338373e-09,21,21,21
ENSG00000174151,CYB561D1,-2.32329391662,-0.127590858615,0.0201633684052,0.00134364617612,0.00025729529937,0.626662789734,0.738592895175,3,4,4
ENSG00000197497,ZNF665,-2.32202617826,-0.123699266947,0.0202315260867,0.0528315549029,0.051694707041,2.82563725775e-12,6.3770507748e-12,65,65,65
ENSG00000173653,RCE1,2.32160210234,0.126153539147,0.0202543705944,0.0639022007687,0.0385443473339,1.83383468822e-09,3.6999749814e-09,44,45,45
ENSG00000142408,CACNG8,2.32041952865,0.127280895845,0.0203181934737,0.0690664311191,0.0938517037408,1.74156706631e-21,5.28042813776e-21,33,33,33
ENSG00000070019,GUCY2C,2.31998780224,0.131815153388,0.0203415371992,0.214060284563,0.272605766216,1.30330339398e-65,9.73670391496e-65,18,18,18
ENSG00000154548,SRSF12,-2.31836407578,-0.127857301771,0.0204295427316,0.000599227547632,0.000999429082349,0.337623432178,0.413313340015,5,5,5
ENSG00000163736,PPBP,2.31770707458,0.128232577278,0.0204652462811,0.00395500275568,0.00512442647697,0.0297440200021,0.0403209641259,7,7,7
ENSG00000164403,SHROOM1,2.3166793724,0.126227531383,0.0205212040521,0.308739223416,0.308133199619,1.21577599355e-75,1.07469702088e-74,94,95,95
KRTCAP2,KRTCAP2,2.31647762274,0.124977279827,0.0205322048555,0.00359546683246,0.000524737892926,0.487236506022,0.583293221306,11,11,11
ENSG00000108405,P2RX1,2.31531546176,0.127316572515,0.0205956741959,0.548851098011,0.683666281673,3.70861762645e-232,2.66919140754e-230,44,45,45
ENSG00000040341,STAU2,2.31493325013,0.128108621863,0.0206165853508,0.0136089768286,0.0103921443232,0.00193986908618,0.00287837667855,38,38,38
ENSG00000148291,SURF2,2.31306253768,0.128671667399,0.0207192010344,0.00759330327185,0.00798841408379,0.00661424347198,0.00944553841152,19,19,19
ENSG00000144893,MED12L,2.31218086703,0.128819839753,0.0207677182061,0.0574220825414,0.0676040823329,1.03475728439e-15,2.62850302656e-15,55,55,55
ENSG00000186529,CYP4F3,-2.31209291771,-0.13136351006,0.0207725633691,0.0639374440201,0.0875645182112,4.33493944034e-20,1.26261581974e-19,23,24,24
CTSL1,CTSL1,-2.31143104044,-0.125150290648,0.0208090580729,0.252935871958,0.355713973757,6.60292303035e-90,7.42040095842e-89,31,33,33
ENSG00000119698,PPP4R4,-2.31057124347,-0.125633673002,0.0208565491538,0.125598640326,0.195540935669,2.01469503851e-45,1.04429548808e-44,41,42,42
ENSG00000110719,TCIRG1,-2.31010270519,-0.128836756793,0.0208824687171,0.264211684706,0.282161273601,2.92318266432e-68,2.29447192322e-67,38,38,38
ENSG00000143553,SNAPIN,-2.30826158882,-0.127646631462,0.0209845914706,0.0808169163121,0.11856699624,4.64081141571e-27,1.62477743637e-26,16,16,16
ENSG00000185418,TARSL2,-2.3049642912,-0.125982134316,0.0211685733895,0.0164444412329,0.029522293058,1.52725067201e-07,2.83835453662e-07,12,12,12
ENSG00000107796,ACTA2,-2.30473754344,-0.126835894559,0.0211812768951,0.691505758859,0.786076468386,2.46039637183e-310,4.98552009437e-308,44,44,44
ENSG00000181220,ZNF746,-2.30436877502,-0.125414408357,0.0212019512678,0.0600577861988,0.0832095257622,3.97228572407e-19,1.12248391486e-18,18,18,18
ENSG00000163600,ICOS,2.30324456563,0.122795357424,0.0212650866655,0.0069026182238,0.0127848250594,0.000582386583313,0.000896099730001,13,13,13
ENSG00000139921,TMX1,-2.30113200626,-0.127490796422,0.021384170705,0.0135258808646,0.0292981839946,1.70446679758e-07,3.15879164077e-07,14,14,14
ENSG00000139547,RDH16,-2.29961573225,-0.128682096234,0.0214700000002,0.000279476378234,4.84785625383e-06,0.946768488677,1.0,1,1,1
ENSG00000069329,VPS35,-2.29697843436,-0.12783849756,0.02162,0.000909675088843,0.000191779630515,0.674521713435,0.791176906906,1,1,1
ENSG00000126822,PLEKHG3,2.29629257269,0.121451287625,0.0216591584945,0.0582448313882,0.0752270972526,2.25048196536e-17,6.00022226029e-17,18,18,18
ENSG00000136827,TOR1A,2.29599039801,0.123998811693,0.0216764303973,0.335822435246,0.389754914269,9.03174506899e-101,1.18365287864e-99,31,32,32
ENSG00000185344,ATP6V0A2,2.29546140307,0.124460170996,0.0217066959097,0.16146042034,0.184804131725,9.22624201689e-43,4.55638671183e-42,30,30,30
ENSG00000162244,RPL29,2.29542116461,0.125079405154,0.0217089995867,0.0830618635265,0.0723477055822,9.5846240674e-17,2.52074847428e-16,31,31,31
ENSG00000156502,SUPV3L1,2.29407828061,0.12848836744,0.0217860026837,0.0649078841513,0.103712031998,1.08122082974e-23,3.47674793663e-23,10,10,10
ENSG00000134574,DDB2,2.29400219745,0.127210890893,0.0217903725189,0.0129679383827,0.0113681951049,0.00118541968608,0.00178681193469,15,15,15
ENSG00000111897,SERINC1,-2.29365388612,-0.126822480828,0.0218103875157,0.0756258961292,0.113280523399,7.42869218569e-26,2.52759764344e-25,20,20,20
ENSG00000164040,PGRMC2,2.28950547784,0.127811291638,0.0220499999999,0.000302754694411,0.00171530988221,0.208965054762,0.262146750764,1,1,1
ENSG00000091164,TXNL1,2.28896100057,0.123252349034,0.0220816184395,0.0126163505337,0.0117406061201,0.000982972373752,0.00149001371098,26,26,26
ENSG00000110660,SLC35F2,-2.28845409673,-0.128553536809,0.0221110903874,0.0967898520992,0.118101395578,5.9283396229e-27,2.06949804329e-26,41,41,41
ENSG00000178573,MAF,-2.28763396714,-0.125197132543,0.0221588460852,0.00409710155133,0.00943211504135,0.00315776379824,0.00461710779159,11,11,11
ENSG00000184207,PGP,-2.28671848402,-0.125919311108,0.0222122601009,0.0573827013713,0.0989131675036,1.29052643321e-22,4.03454157413e-22,6,6,6
ENSG00000136240,KDELR2,2.28612596519,0.128845517098,0.0222468903678,0.274067211005,0.372626929597,3.12898217118e-95,3.7983248089e-94,17,17,17
ENSG00000178057,NDUFAF3,-2.2844424076,-0.126341786835,0.0223455436681,0.0205235909746,0.014991993996,0.000193875696759,0.000306179472663,27,27,27
ENSG00000126804,ZBTB1,-2.28354183141,-0.123696440754,0.0223984717242,0.00575555056554,0.0026016663067,0.121696501646,0.156285552182,15,15,15
KLRC4,KLRC4,2.28274501211,0.126386866169,0.0224453926964,0.149007509531,0.189031942413,8.34424417009e-44,4.18993671232e-43,33,35,35
ENSG00000073598,FNDC8,-2.28045223941,-0.131984362749,0.0225808803575,0.266870067647,0.373505601327,1.6402179474e-95,1.99845611334e-94,11,11,11
ENSG00000173193,PARP14,2.27635166701,0.121851268239,0.0228249700393,0.102367911015,0.0995457400821,9.31360331268e-23,2.92209312128e-22,20,20,20
ENSG00000168876,ANKRD49,-2.27588435487,-0.124795650834,0.0228529321251,0.00277546797372,0.00346652733655,0.0739537076757,0.0968138638104,7,7,7
ENSG00000162174,ASRGL1,-2.2755135827,-0.123141246946,0.0228751388141,0.314390425653,0.418413086222,2.14388335554e-110,3.23448885176e-109,34,35,35
ENSG00000054967,RELT,2.27547105736,0.123712306918,0.0228776869858,0.161208962085,0.202951649423,2.80122631505e-47,1.50407467573e-46,39,39,39
ENSG00000131196,NFATC1,-2.27496307188,-0.125080670381,0.0229081451846,0.119002063486,0.156061845844,8.38792836862e-36,3.58809368441e-35,44,45,45
ENSG00000100129,EIF3L,2.2727843231,0.121669865863,0.0230391802174,0.0132419540622,0.0165896631147,8.78135903176e-05,0.000141531179402,23,23,23
ENSG00000188486,H2AFX,2.27231821957,0.12626582591,0.0230672971455,0.00303541038544,0.00380054133565,0.0613222892466,0.0808727217049,9,9,9
ENSG00000136653,RASSF5,-2.27093109118,-0.122348089236,0.0231511497607,0.00848586093268,0.0136207376331,0.000383615567591,0.000596036409194,9,9,9
ENSG00000139433,GLTP,-2.2693576311,-0.125673562553,0.0232465865095,0.0507343080652,0.0602310743768,4.09876007804e-14,9.82792080609e-14,31,31,31
ENSG00000148600,CDHR1,-2.26779726593,-0.125258143743,0.0233415661353,0.142907967978,0.155907814703,9.1269333429e-36,3.90294932011e-35,58,58,58
ENSG00000078237,C12orf5,2.26688590079,0.127173898494,0.0233971967399,0.111657481073,0.147496483845,8.97632158319e-34,3.65914984748e-33,51,51,51
ENSG00000196305,IARS,2.26639362717,0.121108658514,0.0234272934384,0.0417781123193,0.062366868461,1.41511390797e-14,3.43692887366e-14,27,27,27
ENSG00000147471,PROSC,-2.26636326706,-0.121460209254,0.0234291506989,0.203283012844,0.267593998921,3.0958607356e-64,2.27162015312e-63,26,26,26
ENSG00000144306,SCRN3,-2.26421271373,-0.124488738651,0.0235610350031,0.0199071194654,0.0290714941126,1.90465531414e-07,3.52235539771e-07,14,14,14
ENSG00000167103,PIP5KL1,2.26335974111,0.122323449169,0.0236135223526,0.126774101387,0.189769777787,5.47908454177e-44,2.76812514383e-43,23,23,23
ENSG00000135241,PNPLA8,-2.25827056802,-0.120305062717,0.0239287960497,0.00106088315189,6.88449991216e-05,0.801346256205,0.929832749579,3,3,3
ENSG00000163082,SGPP2,-2.25507975042,-0.125731140863,0.0241283234277,0.0202604912651,0.0432328400515,1.83247216736e-10,3.85920865308e-10,10,10,10
ENSG00000182500,ORAI1,2.25436428168,0.127858763405,0.024173260403,0.175109730627,0.217874648032,4.53186693674e-51,2.63994778522e-50,14,14,14
ENSG00000144712,CAND2,2.25360726919,0.128804572488,0.0242208856281,0.323680377797,0.266916346672,4.74332248263e-64,3.46886731919e-63,131,132,132
ENSG00000080546,SESN1,-2.25241623821,-0.12901754369,0.0242959805161,0.135001210473,0.164614155218,7.54063011802e-38,3.37470741707e-37,36,36,36
ENSG00000174951,FUT1,2.25214731938,0.124042702723,0.0243129638353,0.00133699538476,2.20800155092e-05,0.886694636865,1.0,5,5,5
